Bloc	Knesset	Locality	Party	Station	Votes
Micro	13	40000	43	3070	0
Arab-Israeli	13	40000	44	3070	3
Micro	13	40000	45	3070	0
Right	13	40000	46	3070	18
Micro	13	40000	47	3070	11
Micro	13	40000	48	3070	0
Micro	13	40000	49	3070	12
Orthodox	13	40000	50	3070	36
Right	13	40000	51	3070	8
Left	13	40000	27	3100	175
Orthodox	13	40000	28	3100	26
Orthodox	13	40000	29	3100	45
Micro	13	40000	30	3100	11
Micro	13	40000	31	3100	0
Arab-Israeli	13	40000	32	3100	3
Micro	13	40000	33	3100	0
Right	13	40000	34	3100	10
Micro	13	40000	35	3100	0
Micro	13	40000	36	3100	2
Micro	13	40000	37	3100	0
Micro	13	40000	38	3100	0
Right	13	40000	39	3100	110
Left	13	40000	40	3100	59
Micro	13	40000	41	3100	2
Micro	13	40000	42	3100	0
Micro	13	40000	43	3100	0
Arab-Israeli	13	40000	44	3100	0
Micro	13	40000	45	3100	1
Right	13	40000	46	3100	31
Micro	13	40000	47	3100	23
Micro	13	40000	48	3100	3
Micro	13	40000	49	3100	2
Orthodox	13	40000	50	3100	5
Right	13	40000	51	3100	15
Left	13	40000	27	3130	220
Orthodox	13	40000	28	3130	48
Orthodox	13	40000	29	3130	22
Micro	13	40000	30	3130	8
Micro	13	40000	31	3130	2
Arab-Israeli	13	40000	32	3130	3
Micro	13	40000	33	3130	0
Right	13	40000	34	3130	15
Micro	13	40000	35	3130	0
Micro	13	40000	36	3130	0
Micro	13	40000	37	3130	1
Micro	13	40000	38	3130	0
Right	13	40000	39	3130	118
Left	13	40000	40	3130	75
Micro	13	40000	41	3130	1
Micro	13	40000	42	3130	2
Micro	13	40000	43	3130	0
Arab-Israeli	13	40000	44	3130	0
Micro	13	40000	45	3130	0
Right	13	40000	46	3130	61
Micro	13	40000	47	3130	6
Micro	13	40000	48	3130	0
Micro	13	40000	49	3130	1
Orthodox	13	40000	50	3130	12
Right	13	40000	51	3130	8
Left	13	40000	27	3150	241
Orthodox	13	40000	28	3150	15
Orthodox	13	40000	29	3150	23
Micro	13	40000	30	3150	7
Micro	13	40000	31	3150	2
Arab-Israeli	13	40000	32	3150	3
Micro	13	40000	33	3150	0
Right	13	40000	34	3150	8
Micro	13	40000	35	3150	0
Micro	13	40000	36	3150	1
Micro	13	40000	37	3150	0
Micro	13	40000	38	3150	1
Right	13	40000	39	3150	93
Left	13	40000	40	3150	57
Micro	13	40000	41	3150	0
Micro	13	40000	42	3150	1
Micro	13	40000	43	3150	1
Arab-Israeli	13	40000	44	3150	0
Micro	13	40000	45	3150	0
Right	13	40000	46	3150	34
Micro	13	40000	47	3150	24
Micro	13	40000	48	3150	4
Micro	13	40000	49	3150	5
Orthodox	13	40000	50	3150	10
Right	13	40000	51	3150	12
Left	13	40000	27	3160	153
Orthodox	13	40000	28	3160	20
Orthodox	13	40000	29	3160	51
Micro	13	40000	30	3160	5
Micro	13	40000	31	3160	1
Arab-Israeli	13	40000	32	3160	0
Micro	13	40000	33	3160	1
Right	13	40000	34	3160	8
Micro	13	40000	35	3160	0
Micro	13	40000	36	3160	2
Micro	13	40000	37	3160	0
Micro	13	40000	38	3160	0
Right	13	40000	39	3160	95
Left	13	40000	40	3160	35
Micro	13	40000	41	3160	0
Micro	13	40000	42	3160	1
Micro	13	40000	43	3160	0
Arab-Israeli	13	40000	44	3160	1
Micro	13	40000	45	3160	1
Right	13	40000	46	3160	24
Micro	13	40000	47	3160	17
Micro	13	40000	48	3160	0
Micro	13	40000	49	3160	2
Orthodox	13	40000	50	3160	11
Right	13	40000	51	3160	7
Left	13	40000	27	3170	209
Orthodox	13	40000	28	3170	32
Orthodox	13	40000	29	3170	26
Micro	13	40000	30	3170	4
Micro	13	40000	31	3170	0
Arab-Israeli	13	40000	32	3170	4
Micro	13	40000	33	3170	0
Right	13	40000	34	3170	11
Micro	13	40000	35	3170	0
Micro	13	40000	36	3170	1
Micro	13	40000	37	3170	0
Micro	13	40000	38	3170	0
Right	13	40000	39	3170	98
Left	13	40000	40	3170	49
Micro	13	40000	41	3170	0
Micro	13	40000	42	3170	2
Micro	13	40000	43	3170	1
Arab-Israeli	13	40000	44	3170	0
Micro	13	40000	45	3170	1
Right	13	40000	46	3170	23
Micro	13	40000	47	3170	8
Micro	13	40000	48	3170	0
Micro	13	40000	49	3170	2
Orthodox	13	40000	50	3170	13
Right	13	40000	51	3170	7
Left	13	40000	27	3180	138
Orthodox	13	40000	28	3180	15
Orthodox	13	40000	29	3180	62
Micro	13	40000	30	3180	3
Micro	13	40000	31	3180	0
Arab-Israeli	13	40000	32	3180	0
Micro	13	40000	33	3180	0
Right	13	40000	34	3180	4
Micro	13	40000	35	3180	2
Micro	13	40000	36	3180	0
Micro	13	40000	37	3180	0
Micro	13	40000	38	3180	1
Right	13	40000	39	3180	62
Left	13	40000	40	3180	28
Micro	13	40000	41	3180	0
Micro	13	40000	42	3180	0
Micro	13	40000	43	3180	1
Arab-Israeli	13	40000	44	3180	0
Micro	13	40000	45	3180	0
Right	13	40000	46	3180	9
Micro	13	40000	47	3180	8
Micro	13	40000	48	3180	13
Micro	13	40000	49	3180	0
Orthodox	13	40000	50	3180	8
Right	13	40000	51	3180	4
Left	13	40000	27	3200	224
Orthodox	13	40000	28	3200	18
Orthodox	13	40000	29	3200	77
Micro	13	40000	30	3200	3
Micro	13	40000	31	3200	0
Arab-Israeli	13	40000	32	3200	1
Micro	13	40000	33	3200	0
Right	13	40000	34	3200	4
Micro	13	40000	35	3200	0
Micro	13	40000	36	3200	5
Micro	13	40000	37	3200	0
Micro	13	40000	38	3200	0
Right	13	40000	39	3200	91
Left	13	40000	40	3200	51
Micro	13	40000	41	3200	1
Micro	13	40000	42	3200	0
Micro	13	40000	43	3200	1
Arab-Israeli	13	40000	44	3200	0
Micro	13	40000	45	3200	3
Right	13	40000	46	3200	31
Micro	13	40000	47	3200	11
Micro	13	40000	48	3200	2
Micro	13	40000	49	3200	1
Orthodox	13	40000	50	3200	13
Right	13	40000	51	3200	10
Left	13	40000	27	3210	204
Orthodox	13	40000	28	3210	22
Orthodox	13	40000	29	3210	40
Micro	13	40000	30	3210	9
Micro	13	40000	31	3210	0
Arab-Israeli	13	40000	32	3210	1
Micro	13	40000	33	3210	0
Right	13	40000	34	3210	9
Micro	13	40000	35	3210	1
Micro	13	40000	36	3210	0
Micro	13	40000	37	3210	1
Micro	13	40000	38	3210	0
Right	13	40000	39	3210	81
Left	13	40000	40	3210	52
Micro	13	40000	41	3210	0
Micro	13	40000	42	3210	2
Micro	13	40000	43	3210	1
Arab-Israeli	13	40000	44	3210	0
Micro	13	40000	45	3210	0
Right	13	40000	46	3210	22
Micro	13	40000	47	3210	5
Micro	13	40000	48	3210	0
Micro	13	40000	49	3210	5
Orthodox	13	40000	50	3210	6
Right	13	40000	51	3210	14
Left	13	40000	27	3220	249
Orthodox	13	40000	28	3220	5
Orthodox	13	40000	29	3220	1
Micro	13	40000	30	3220	1
Micro	13	40000	31	3220	0
Arab-Israeli	13	40000	32	3220	0
Micro	13	40000	33	3220	0
Right	13	40000	34	3220	6
Micro	13	40000	35	3220	0
Micro	13	40000	36	3220	0
Micro	13	40000	37	3220	1
Micro	13	40000	38	3220	0
Right	13	40000	39	3220	93
Left	13	40000	40	3220	55
Micro	13	40000	41	3220	0
Micro	13	40000	42	3220	1
Micro	13	40000	43	3220	0
Arab-Israeli	13	40000	44	3220	0
Micro	13	40000	45	3220	0
Right	13	40000	46	3220	51
Micro	13	40000	47	3220	1
Micro	13	40000	48	3220	0
Micro	13	40000	49	3220	4
Orthodox	13	40000	50	3220	5
Right	13	40000	51	3220	5
Left	13	40000	27	3230	230
Orthodox	13	40000	28	3230	19
Orthodox	13	40000	29	3230	13
Micro	13	40000	30	3230	4
Micro	13	40000	31	3230	0
Arab-Israeli	13	40000	32	3230	0
Micro	13	40000	33	3230	0
Right	13	40000	34	3230	16
Micro	13	40000	35	3230	0
Micro	13	40000	36	3230	2
Micro	13	40000	37	3230	0
Micro	13	40000	38	3230	0
Right	13	40000	39	3230	104
Left	13	40000	40	3230	58
Micro	13	40000	41	3230	0
Micro	13	40000	42	3230	0
Micro	13	40000	43	3230	0
Arab-Israeli	13	40000	44	3230	0
Micro	13	40000	45	3230	2
Right	13	40000	46	3230	46
Micro	13	40000	47	3230	7
Micro	13	40000	48	3230	0
Micro	13	40000	49	3230	4
Orthodox	13	40000	50	3230	8
Right	13	40000	51	3230	2
Left	13	40000	27	3240	169
Orthodox	13	40000	28	3240	4
Orthodox	13	40000	29	3240	0
Micro	13	40000	30	3240	2
Micro	13	40000	31	3240	0
Arab-Israeli	13	40000	32	3240	0
Micro	13	40000	33	3240	0
Right	13	40000	34	3240	0
Micro	13	40000	35	3240	0
Micro	13	40000	36	3240	0
Micro	13	40000	37	3240	0
Micro	13	40000	38	3240	0
Right	13	40000	39	3240	78
Left	13	40000	40	3240	65
Micro	13	40000	41	3240	0
Micro	13	40000	42	3240	2
Micro	13	40000	43	3240	0
Arab-Israeli	13	40000	44	3240	0
Micro	13	40000	45	3240	0
Right	13	40000	46	3240	35
Micro	13	40000	47	3240	1
Micro	13	40000	48	3240	0
Micro	13	40000	49	3240	7
Orthodox	13	40000	50	3240	1
Right	13	40000	51	3240	6
Left	13	40000	27	3250	207
Orthodox	13	40000	28	3250	24
Orthodox	13	40000	29	3250	109
Micro	13	40000	30	3250	2
Micro	13	40000	31	3250	0
Arab-Israeli	13	40000	32	3250	1
Micro	13	40000	33	3250	0
Right	13	40000	34	3250	9
Micro	13	40000	35	3250	0
Micro	13	40000	36	3250	1
Micro	13	40000	37	3250	1
Micro	13	40000	38	3250	0
Right	13	40000	39	3250	104
Left	13	40000	40	3250	49
Micro	13	40000	41	3250	0
Micro	13	40000	42	3250	0
Micro	13	40000	43	3250	2
Arab-Israeli	13	40000	44	3250	0
Micro	13	40000	45	3250	0
Right	13	40000	46	3250	51
Micro	13	40000	47	3250	6
Micro	13	40000	48	3250	7
Micro	13	40000	49	3250	10
Orthodox	13	40000	50	3250	28
Right	13	40000	51	3250	15
Left	13	40000	27	3260	216
Orthodox	13	40000	28	3260	33
Orthodox	13	40000	29	3260	97
Micro	13	40000	30	3260	26
Micro	13	40000	31	3260	0
Arab-Israeli	13	40000	32	3260	0
Micro	13	40000	33	3260	0
Right	13	40000	34	3260	22
Micro	13	40000	35	3260	1
Micro	13	40000	36	3260	0
Micro	13	40000	37	3260	0
Micro	13	40000	38	3260	0
Right	13	40000	39	3260	85
Left	13	40000	40	3260	35
Micro	13	40000	41	3260	1
Micro	13	40000	42	3260	0
Micro	13	40000	43	3260	1
Arab-Israeli	13	40000	44	3260	0
Micro	13	40000	45	3260	1
Right	13	40000	46	3260	17
Micro	13	40000	47	3260	16
Micro	13	40000	48	3260	7
Micro	13	40000	49	3260	4
Orthodox	13	40000	50	3260	21
Right	13	40000	51	3260	14
Left	13	40000	27	3280	138
Orthodox	13	40000	28	3280	26
Orthodox	13	40000	29	3280	150
Micro	13	40000	30	3280	5
Micro	13	40000	31	3280	0
Arab-Israeli	13	40000	32	3280	1
Micro	13	40000	33	3280	1
Right	13	40000	34	3280	6
Micro	13	40000	35	3280	1
Micro	13	40000	36	3280	0
Micro	13	40000	37	3280	0
Micro	13	40000	38	3280	0
Right	13	40000	39	3280	73
Left	13	40000	40	3280	29
Micro	13	40000	41	3280	2
Micro	13	40000	42	3280	0
Micro	13	40000	43	3280	0
Arab-Israeli	13	40000	44	3280	0
Micro	13	40000	45	3280	0
Right	13	40000	46	3280	8
Micro	13	40000	47	3280	16
Micro	13	40000	48	3280	4
Micro	13	40000	49	3280	4
Orthodox	13	40000	50	3280	48
Right	13	40000	51	3280	5
Left	13	40000	27	3290	131
Orthodox	13	40000	28	3290	22
Orthodox	13	40000	29	3290	157
Micro	13	40000	30	3290	8
Micro	13	40000	31	3290	0
Arab-Israeli	13	40000	32	3290	0
Micro	13	40000	33	3290	0
Right	13	40000	34	3290	12
Micro	13	40000	35	3290	0
Micro	13	40000	36	3290	0
Micro	13	40000	37	3290	1
Micro	13	40000	38	3290	0
Right	13	40000	39	3290	71
Left	13	40000	40	3290	18
Micro	13	40000	41	3290	4
Micro	13	40000	42	3290	1
Micro	13	40000	43	3290	0
Arab-Israeli	13	40000	44	3290	0
Micro	13	40000	45	3290	1
Right	13	40000	46	3290	14
Micro	13	40000	47	3290	7
Micro	13	40000	48	3290	1
Micro	13	40000	49	3290	0
Orthodox	13	40000	50	3290	38
Right	13	40000	51	3290	4
Left	13	40000	27	3310	204
Orthodox	13	40000	28	3310	34
Orthodox	13	40000	29	3310	170
Micro	13	40000	30	3310	8
Micro	13	40000	31	3310	0
Arab-Israeli	13	40000	32	3310	0
Micro	13	40000	33	3310	1
Right	13	40000	34	3310	8
Micro	13	40000	35	3310	0
Micro	13	40000	36	3310	5
Micro	13	40000	37	3310	1
Micro	13	40000	38	3310	0
Right	13	40000	39	3310	86
Left	13	40000	40	3310	27
Micro	13	40000	41	3310	1
Micro	13	40000	42	3310	0
Micro	13	40000	43	3310	0
Arab-Israeli	13	40000	44	3310	2
Micro	13	40000	45	3310	0
Right	13	40000	46	3310	35
Micro	13	40000	47	3310	20
Micro	13	40000	48	3310	1
Micro	13	40000	49	3310	3
Orthodox	13	40000	50	3310	40
Right	13	40000	51	3310	11
Left	13	40000	27	3320	164
Orthodox	13	40000	28	3320	29
Orthodox	13	40000	29	3320	144
Micro	13	40000	30	3320	8
Micro	13	40000	31	3320	0
Arab-Israeli	13	40000	32	3320	2
Micro	13	40000	33	3320	0
Right	13	40000	34	3320	6
Micro	13	40000	35	3320	0
Micro	13	40000	36	3320	1
Micro	13	40000	37	3320	0
Micro	13	40000	38	3320	1
Right	13	40000	39	3320	82
Left	13	40000	40	3320	24
Micro	13	40000	41	3320	2
Micro	13	40000	42	3320	1
Micro	13	40000	43	3320	0
Arab-Israeli	13	40000	44	3320	0
Micro	13	40000	45	3320	0
Right	13	40000	46	3320	19
Micro	13	40000	47	3320	15
Micro	13	40000	48	3320	2
Micro	13	40000	49	3320	2
Orthodox	13	40000	50	3320	32
Right	13	40000	51	3320	3
Left	13	40000	27	3350	120
Orthodox	13	40000	28	3350	6
Orthodox	13	40000	29	3350	18
Micro	13	40000	30	3350	7
Micro	13	40000	31	3350	0
Arab-Israeli	13	40000	32	3350	0
Micro	13	40000	33	3350	0
Right	13	40000	34	3350	4
Micro	13	40000	35	3350	0
Micro	13	40000	36	3350	0
Micro	13	40000	37	3350	0
Micro	13	40000	38	3350	0
Right	13	40000	39	3350	78
Left	13	40000	40	3350	18
Micro	13	40000	41	3350	0
Micro	13	40000	42	3350	0
Micro	13	40000	43	3350	1
Arab-Israeli	13	40000	44	3350	0
Micro	13	40000	45	3350	2
Right	13	40000	46	3350	10
Micro	13	40000	47	3350	21
Micro	13	40000	48	3350	0
Micro	13	40000	49	3350	0
Orthodox	13	40000	50	3350	12
Right	13	40000	51	3350	1
Left	13	40000	27	3360	142
Orthodox	13	40000	28	3360	17
Orthodox	13	40000	29	3360	26
Micro	13	40000	30	3360	7
Micro	13	40000	31	3360	0
Arab-Israeli	13	40000	32	3360	5
Micro	13	40000	33	3360	0
Right	13	40000	34	3360	11
Micro	13	40000	35	3360	0
Micro	13	40000	36	3360	1
Micro	13	40000	37	3360	3
Micro	13	40000	38	3360	0
Right	13	40000	39	3360	130
Left	13	40000	40	3360	22
Micro	13	40000	41	3360	0
Micro	13	40000	42	3360	1
Micro	13	40000	43	3360	0
Arab-Israeli	13	40000	44	3360	3
Micro	13	40000	45	3360	0
Right	13	40000	46	3360	18
Micro	13	40000	47	3360	11
Micro	13	40000	48	3360	1
Micro	13	40000	49	3360	18
Orthodox	13	40000	50	3360	23
Right	13	40000	51	3360	10
Left	13	40000	27	3370	98
Orthodox	13	40000	28	3370	7
Orthodox	13	40000	29	3370	41
Micro	13	40000	30	3370	0
Micro	13	40000	31	3370	0
Arab-Israeli	13	40000	32	3370	0
Micro	13	40000	33	3370	0
Right	13	40000	34	3370	9
Micro	13	40000	35	3370	0
Micro	13	40000	36	3370	1
Micro	13	40000	37	3370	0
Micro	13	40000	38	3370	0
Right	13	40000	39	3370	44
Left	13	40000	40	3370	15
Micro	13	40000	41	3370	0
Micro	13	40000	42	3370	0
Micro	13	40000	43	3370	1
Arab-Israeli	13	40000	44	3370	0
Micro	13	40000	45	3370	1
Right	13	40000	46	3370	7
Micro	13	40000	47	3370	7
Micro	13	40000	48	3370	1
Micro	13	40000	49	3370	4
Orthodox	13	40000	50	3370	23
Right	13	40000	51	3370	3
Left	13	40000	27	3380	193
Orthodox	13	40000	28	3380	16
Orthodox	13	40000	29	3380	32
Micro	13	40000	30	3380	15
Micro	13	40000	31	3380	1
Arab-Israeli	13	40000	32	3380	4
Micro	13	40000	33	3380	1
Right	13	40000	34	3380	12
Micro	13	40000	35	3380	0
Micro	13	40000	36	3380	0
Micro	13	40000	37	3380	0
Micro	13	40000	38	3380	0
Right	13	40000	39	3380	152
Left	13	40000	40	3380	35
Micro	13	40000	41	3380	0
Micro	13	40000	42	3380	1
Micro	13	40000	43	3380	1
Arab-Israeli	13	40000	44	3380	2
Micro	13	40000	45	3380	4
Right	13	40000	46	3380	15
Micro	13	40000	47	3380	23
Micro	13	40000	48	3380	1
Micro	13	40000	49	3380	7
Orthodox	13	40000	50	3380	38
Right	13	40000	51	3380	7
Left	13	40000	27	3400	141
Orthodox	13	40000	28	3400	41
Orthodox	13	40000	29	3400	82
Micro	13	40000	30	3400	3
Micro	13	40000	31	3400	1
Arab-Israeli	13	40000	32	3400	1
Micro	13	40000	33	3400	0
Right	13	40000	34	3400	9
Micro	13	40000	35	3400	1
Micro	13	40000	36	3400	0
Micro	13	40000	37	3400	2
Micro	13	40000	38	3400	0
Right	13	40000	39	3400	92
Left	13	40000	40	3400	24
Micro	13	40000	41	3400	0
Micro	13	40000	42	3400	1
Micro	13	40000	43	3400	0
Arab-Israeli	13	40000	44	3400	0
Micro	13	40000	45	3400	0
Right	13	40000	46	3400	13
Micro	13	40000	47	3400	4
Micro	13	40000	48	3400	7
Micro	13	40000	49	3400	6
Orthodox	13	40000	50	3400	27
Right	13	40000	51	3400	10
Left	13	40000	27	3420	135
Orthodox	13	40000	28	3420	9
Orthodox	13	40000	29	3420	25
Micro	13	40000	30	3420	7
Micro	13	40000	31	3420	1
Arab-Israeli	13	40000	32	3420	4
Micro	13	40000	33	3420	0
Right	13	40000	34	3420	7
Micro	13	40000	35	3420	3
Micro	13	40000	36	3420	0
Micro	13	40000	37	3420	1
Micro	13	40000	38	3420	0
Right	13	40000	39	3420	70
Left	13	40000	40	3420	28
Micro	13	40000	41	3420	0
Micro	13	40000	42	3420	2
Micro	13	40000	43	3420	0
Arab-Israeli	13	40000	44	3420	2
Micro	13	40000	45	3420	2
Right	13	40000	46	3420	4
Micro	13	40000	47	3420	4
Micro	13	40000	48	3420	2
Micro	13	40000	49	3420	3
Orthodox	13	40000	50	3420	20
Right	13	40000	51	3420	5
Left	13	40000	27	3450	233
Orthodox	13	40000	28	3450	10
Orthodox	13	40000	29	3450	1
Micro	13	40000	30	3450	5
Micro	13	40000	31	3450	0
Arab-Israeli	13	40000	32	3450	0
Micro	13	40000	33	3450	0
Right	13	40000	34	3450	10
Micro	13	40000	35	3450	0
Micro	13	40000	36	3450	0
Micro	13	40000	37	3450	0
Micro	13	40000	38	3450	0
Right	13	40000	39	3450	102
Left	13	40000	40	3450	63
Micro	13	40000	41	3450	0
Micro	13	40000	42	3450	2
Micro	13	40000	43	3450	0
Arab-Israeli	13	40000	44	3450	0
Micro	13	40000	45	3450	0
Right	13	40000	46	3450	59
Micro	13	40000	47	3450	5
Micro	13	40000	48	3450	0
Micro	13	40000	49	3450	2
Orthodox	13	40000	50	3450	4
Right	13	40000	51	3450	11
Left	13	40000	27	3460	419
Orthodox	13	40000	28	3460	63
Orthodox	13	40000	29	3460	10
Micro	13	40000	30	3460	5
Micro	13	40000	31	3460	0
Arab-Israeli	13	40000	32	3460	2
Micro	13	40000	33	3460	0
Right	13	40000	34	3460	16
Micro	13	40000	35	3460	1
Micro	13	40000	36	3460	0
Micro	13	40000	37	3460	0
Micro	13	40000	38	3460	1
Right	13	40000	39	3460	123
Left	13	40000	40	3460	59
Micro	13	40000	41	3460	0
Micro	13	40000	42	3460	5
Micro	13	40000	43	3460	2
Arab-Israeli	13	40000	44	3460	0
Micro	13	40000	45	3460	0
Right	13	40000	46	3460	65
Micro	13	40000	47	3460	2
Micro	13	40000	48	3460	0
Micro	13	40000	49	3460	1
Orthodox	13	40000	50	3460	1
Right	13	40000	51	3460	10
Left	13	40000	27	3530	256
Orthodox	13	40000	28	3530	12
Orthodox	13	40000	29	3530	13
Micro	13	40000	30	3530	1
Micro	13	40000	31	3530	0
Arab-Israeli	13	40000	32	3530	0
Micro	13	40000	33	3530	0
Right	13	40000	34	3530	21
Micro	13	40000	35	3530	0
Micro	13	40000	36	3530	2
Micro	13	40000	37	3530	1
Micro	13	40000	38	3530	0
Right	13	40000	39	3530	255
Left	13	40000	40	3530	50
Micro	13	40000	41	3530	2
Micro	13	40000	42	3530	3
Micro	13	40000	43	3530	0
Arab-Israeli	13	40000	44	3530	1
Micro	13	40000	45	3530	1
Right	13	40000	46	3530	69
Micro	13	40000	47	3530	16
Micro	13	40000	48	3530	0
Micro	13	40000	49	3530	4
Orthodox	13	40000	50	3530	27
Right	13	40000	51	3530	12
Left	13	40000	27	3540	292
Orthodox	13	40000	28	3540	27
Orthodox	13	40000	29	3540	2
Micro	13	40000	30	3540	3
Micro	13	40000	31	3540	0
Arab-Israeli	13	40000	32	3540	0
Micro	13	40000	33	3540	0
Right	13	40000	34	3540	7
Micro	13	40000	35	3540	0
Micro	13	40000	36	3540	0
Micro	13	40000	37	3540	1
Micro	13	40000	38	3540	0
Right	13	40000	39	3540	127
Left	13	40000	40	3540	82
Micro	13	40000	41	3540	0
Micro	13	40000	42	3540	0
Micro	13	40000	43	3540	0
Arab-Israeli	13	40000	44	3540	0
Micro	13	40000	45	3540	0
Right	13	40000	46	3540	58
Micro	13	40000	47	3540	0
Micro	13	40000	48	3540	0
Micro	13	40000	49	3540	5
Orthodox	13	40000	50	3540	1
Right	13	40000	51	3540	6
Left	13	40000	27	3550	300
Orthodox	13	40000	28	3550	33
Orthodox	13	40000	29	3550	5
Micro	13	40000	30	3550	2
Micro	13	40000	31	3550	0
Arab-Israeli	13	40000	32	3550	1
Micro	13	40000	33	3550	0
Right	13	40000	34	3550	10
Micro	13	40000	35	3550	0
Micro	13	40000	36	3550	0
Micro	13	40000	37	3550	0
Micro	13	40000	38	3550	0
Right	13	40000	39	3550	68
Left	13	40000	40	3550	80
Micro	13	40000	41	3550	0
Micro	13	40000	42	3550	2
Micro	13	40000	43	3550	0
Arab-Israeli	13	40000	44	3550	2
Micro	13	40000	45	3550	0
Right	13	40000	46	3550	48
Micro	13	40000	47	3550	3
Micro	13	40000	48	3550	0
Micro	13	40000	49	3550	1
Orthodox	13	40000	50	3550	5
Right	13	40000	51	3550	22
Left	13	40000	27	3610	300
Orthodox	13	40000	28	3610	7
Orthodox	13	40000	29	3610	3
Micro	13	40000	30	3610	9
Micro	13	40000	31	3610	0
Arab-Israeli	13	40000	32	3610	0
Micro	13	40000	33	3610	0
Right	13	40000	34	3610	7
Micro	13	40000	35	3610	0
Micro	13	40000	36	3610	0
Micro	13	40000	37	3610	0
Micro	13	40000	38	3610	0
Right	13	40000	39	3610	72
Left	13	40000	40	3610	105
Micro	13	40000	41	3610	2
Micro	13	40000	42	3610	2
Micro	13	40000	43	3610	3
Arab-Israeli	13	40000	44	3610	0
Micro	13	40000	45	3610	0
Right	13	40000	46	3610	84
Micro	13	40000	47	3610	2
Micro	13	40000	48	3610	0
Micro	13	40000	49	3610	2
Orthodox	13	40000	50	3610	1
Right	13	40000	51	3610	13
Left	13	40000	27	3620	262
Orthodox	13	40000	28	3620	4
Orthodox	13	40000	29	3620	5
Micro	13	40000	30	3620	7
Micro	13	40000	31	3620	2
Arab-Israeli	13	40000	32	3620	0
Micro	13	40000	33	3620	0
Right	13	40000	34	3620	7
Micro	13	40000	35	3620	0
Micro	13	40000	36	3620	0
Micro	13	40000	37	3620	0
Micro	13	40000	38	3620	0
Right	13	40000	39	3620	76
Left	13	40000	40	3620	90
Micro	13	40000	41	3620	0
Micro	13	40000	42	3620	3
Micro	13	40000	43	3620	0
Arab-Israeli	13	40000	44	3620	0
Micro	13	40000	45	3620	0
Right	13	40000	46	3620	45
Micro	13	40000	47	3620	6
Micro	13	40000	48	3620	0
Micro	13	40000	49	3620	0
Orthodox	13	40000	50	3620	4
Right	13	40000	51	3620	5
Left	13	40000	27	3650	234
Orthodox	13	40000	28	3650	4
Orthodox	13	40000	29	3650	4
Micro	13	40000	30	3650	7
Micro	13	40000	31	3650	0
Arab-Israeli	13	40000	32	3650	0
Micro	13	40000	33	3650	0
Right	13	40000	34	3650	8
Micro	13	40000	35	3650	0
Micro	13	40000	36	3650	0
Micro	13	40000	37	3650	0
Micro	13	40000	38	3650	0
Right	13	40000	39	3650	121
Left	13	40000	40	3650	80
Micro	13	40000	41	3650	0
Micro	13	40000	42	3650	1
Micro	13	40000	43	3650	2
Arab-Israeli	13	40000	44	3650	1
Micro	13	40000	45	3650	1
Right	13	40000	46	3650	49
Micro	13	40000	47	3650	8
Micro	13	40000	48	3650	5
Micro	13	40000	49	3650	3
Orthodox	13	40000	50	3650	0
Right	13	40000	51	3650	5
Left	13	40000	27	3670	340
Orthodox	13	40000	28	3670	3
Orthodox	13	40000	29	3670	2
Micro	13	40000	30	3670	16
Micro	13	40000	31	3670	0
Arab-Israeli	13	40000	32	3670	1
Micro	13	40000	33	3670	0
Right	13	40000	34	3670	10
Micro	13	40000	35	3670	0
Micro	13	40000	36	3670	0
Micro	13	40000	37	3670	3
Micro	13	40000	38	3670	0
Right	13	40000	39	3670	108
Left	13	40000	40	3670	109
Micro	13	40000	41	3670	0
Micro	13	40000	42	3670	0
Micro	13	40000	43	3670	2
Arab-Israeli	13	40000	44	3670	0
Micro	13	40000	45	3670	0
Right	13	40000	46	3670	58
Micro	13	40000	47	3670	8
Micro	13	40000	48	3670	0
Micro	13	40000	49	3670	3
Orthodox	13	40000	50	3670	0
Right	13	40000	51	3670	16
Left	13	40000	27	3680	290
Orthodox	13	40000	28	3680	3
Orthodox	13	40000	29	3680	0
Micro	13	40000	30	3680	1
Micro	13	40000	31	3680	6
Arab-Israeli	13	40000	32	3680	2
Micro	13	40000	33	3680	0
Right	13	40000	34	3680	17
Micro	13	40000	35	3680	0
Micro	13	40000	36	3680	2
Micro	13	40000	37	3680	0
Micro	13	40000	38	3680	0
Right	13	40000	39	3680	121
Left	13	40000	40	3680	119
Micro	13	40000	41	3680	0
Micro	13	40000	42	3680	0
Micro	13	40000	43	3680	3
Arab-Israeli	13	40000	44	3680	0
Micro	13	40000	45	3680	0
Right	13	40000	46	3680	93
Micro	13	40000	47	3680	0
Micro	13	40000	48	3680	0
Micro	13	40000	49	3680	4
Orthodox	13	40000	50	3680	0
Right	13	40000	51	3680	3
Left	13	40000	27	3750	182
Orthodox	13	40000	28	3750	15
Orthodox	13	40000	29	3750	3
Micro	13	40000	30	3750	10
Micro	13	40000	31	3750	0
Arab-Israeli	13	40000	32	3750	5
Micro	13	40000	33	3750	2
Right	13	40000	34	3750	15
Micro	13	40000	35	3750	1
Micro	13	40000	36	3750	0
Micro	13	40000	37	3750	0
Micro	13	40000	38	3750	0
Right	13	40000	39	3750	192
Left	13	40000	40	3750	49
Micro	13	40000	41	3750	2
Micro	13	40000	42	3750	1
Micro	13	40000	43	3750	0
